route,content_id,template,publication_availability,locale,version,condition,instance_kind,navigation_path,shortest_observed_link_depth,navigation_status,intended_payoff,reason_to_continue,default_inspection,expanded_inspection,desktop_inspection,mobile_inspection,evidence_path,existing_or_new_issue,severity,issue,disposition,affected_batch
/ai/atlas/stateCapacityBuilder,stateCapacityBuilder,app/ai/atlas/[id]/page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/ai"",""/ai/atlas"",""/ai/atlas/stateCapacityBuilder""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,State Capacity Builder,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/30-ai-atlas-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/ai/atlas/openEcosystemBuilder,openEcosystemBuilder,app/ai/atlas/[id]/page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/ai"",""/ai/atlas"",""/ai/atlas/openEcosystemBuilder""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Open Ecosystem Builder,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/30-ai-atlas-detail.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/incumbent-great-power,incumbent-great-power,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/incumbent-great-power""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/rising-peer-competitor,rising-peer-competitor,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/rising-peer-competitor""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/exposed-ally,exposed-ally,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/exposed-ally""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/middle-power-hedger,middle-power-hedger,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/middle-power-hedger""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Middle power or nonaligned hedger,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/capacity-constrained-state,capacity-constrained-state,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/capacity-constrained-state""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/perspectives/protection-authority,protection-authority,components/perspectives/perspective-quiz.tsx,published,en,1,baseline required for run; start/scenario/review state on same route,finite route,"[""/"",""/perspectives"",""/perspectives/protection-authority""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,International institution or protection authority,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/31-perspective-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/modules/security,security,app/modules/[slug]/page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,"Standard/Analyst, question and review states share route; optional Foundation query must be synthetic only",finite route,"[""/"",""/explore"",""/modules/security""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,"Security, Strategy, and Statecraft",Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/32-module-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/modules/technology,technology,app/modules/[slug]/page.tsx,published,en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,"Standard/Analyst, question and review states share route; optional Foundation query must be synthetic only",finite route,"[""/"",""/explore"",""/modules/technology""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,"Technology, AI, and Geoeconomics",Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/32-module-quiz.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/europe-missile-defence-coalition-ukraine,security-europe-anti-ballistic-coalition-ukraine-2026-07,app/cases/[slug]/page.tsx,published; review-due,en,1,decision/reason/readback local state,finite route,"[""/"",""/method"",""/cases"",""/cases/europe-missile-defence-coalition-ukraine""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Europe’s integrated anti-ballistic-missile coalition for Ukraine / Europe’s integrated anti-ballistic-missile coalition for Ukraine,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/33-case-decision.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/europe-missile-defence-coalition-ukraine/sources,security-europe-anti-ballistic-coalition-ukraine-2026-07/sources,app/cases/[slug]/sources/page.tsx,published; review-due,en,1,,finite route,"[""/"",""/method"",""/cases"",""/cases/europe-missile-defence-coalition-ukraine"",""/cases/europe-missile-defence-coalition-ukraine/sources""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Europe’s integrated anti-ballistic-missile coalition for Ukraine,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/34-case-sources.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/europe-missile-defence-coalition-ukraine/corrections,security-europe-anti-ballistic-coalition-ukraine-2026-07/corrections,app/cases/[slug]/corrections/page.tsx,published; review-due,en,1,,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Europe’s integrated anti-ballistic-missile coalition for Ukraine,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/35-case-corrections.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/europe-missile-defence-coalition-ukraine/challenge,security-europe-anti-ballistic-coalition-ukraine-2026-07/challenge,app/cases/[slug]/challenge/page.tsx,published; review-due,en,1,direct-entry compatibility invitation; no active challenge intake,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Europe’s integrated anti-ballistic-missile coalition for Ukraine / Answer-bearing challenge links have been retired. / Europe’s integrated anti-ballistic-missile coalition for Ukraine,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/36-case-challenge.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/us-brazil-section-301-tariffs,economic-statecraft-us-brazil-section301-2026-07,app/cases/[slug]/page.tsx,published; review-due,en,1,decision/reason/readback local state,finite route,"[""/"",""/method"",""/cases"",""/cases/us-brazil-section-301-tariffs""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate / U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/33-case-decision.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/us-brazil-section-301-tariffs/sources,economic-statecraft-us-brazil-section301-2026-07/sources,app/cases/[slug]/sources/page.tsx,published; review-due,en,1,,finite route,"[""/"",""/method"",""/cases"",""/cases/us-brazil-section-301-tariffs"",""/cases/us-brazil-section-301-tariffs/sources""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/34-case-sources.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/us-brazil-section-301-tariffs/corrections,economic-statecraft-us-brazil-section301-2026-07/corrections,app/cases/[slug]/corrections/page.tsx,published; review-due,en,1,,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/35-case-corrections.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/us-brazil-section-301-tariffs/challenge,economic-statecraft-us-brazil-section301-2026-07/challenge,app/cases/[slug]/challenge/page.tsx,published; review-due,en,1,direct-entry compatibility invitation; no active challenge intake,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate / Answer-bearing challenge links have been retired. / U.S. Section 301 tariffs on Brazil and Brazil’s calibrated retaliation debate,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/36-case-challenge.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/south-china-sea-award-at-ten,institutional-legitimacy-south-china-sea-award-anniversary-2026-07,app/cases/[slug]/page.tsx,published; background,en,1,decision/reason/readback local state,finite route,"[""/"",""/method"",""/cases"",""/cases/south-china-sea-award-at-ten""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection / The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/33-case-decision.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/south-china-sea-award-at-ten/sources,institutional-legitimacy-south-china-sea-award-anniversary-2026-07/sources,app/cases/[slug]/sources/page.tsx,published; background,en,1,,finite route,"[""/"",""/method"",""/cases"",""/cases/south-china-sea-award-at-ten"",""/cases/south-china-sea-award-at-ten/sources""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/34-case-sources.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/south-china-sea-award-at-ten/corrections,institutional-legitimacy-south-china-sea-award-anniversary-2026-07/corrections,app/cases/[slug]/corrections/page.tsx,published; background,en,1,,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/35-case-corrections.jpg,,,[],rendered; no structural issue found in checked states,B
/cases/south-china-sea-award-at-ten/challenge,institutional-legitimacy-south-china-sea-award-anniversary-2026-07/challenge,app/cases/[slug]/challenge/page.tsx,published; background,en,1,direct-entry compatibility invitation; no active challenge intake,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection / Answer-bearing challenge links have been retired. / The South China Sea arbitral award at ten: legal reaffirmation versus Chinese rejection,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/36-case-challenge.jpg,,,[],rendered; no structural issue found in checked states,B
/current,/current,app/current/route.ts,"307 redirect; /cases at inventory date, no active case",en,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry alias; active launch state can change destination,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,Recent cases,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/38-case-redirect.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/about,/about:zh-Hans,app/[locale]/about/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/about"",""/zh/about""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,看清你在外交政策问题上依赖哪些论证，以及这些论证彼此冲突的地方。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/01-about.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/ai/atlas,/ai/atlas:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/ai"",""/ai/atlas"",""/zh/ai/atlas""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,existing,bounded review finding,"[{""id"":""B-unavailable-copy"",""routes"":[""/zh/ai/atlas""],""finding"":""Unavailable AI Atlas page calls itself a questionnaire being proofread."",""bounded_next_action"":""When unavailable-state copy is authorized in Batch B, describe this page accurately without implying active proofreading or scheduled delivery.""}]",Batch B; no issued semantic change in A,B
/zh/ai/field-guide,/ai/field-guide:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/ai"",""/ai/field-guide"",""/zh/ai/field-guide""]",4,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/ai,/ai:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/ai"",""/zh/ai""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/ai/quiz,/ai/quiz:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/ai/review,/ai/review:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/archetypes,/archetypes:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/explore"",""/archetypes"",""/zh/archetypes""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/beta,/beta:zh-Hans,app/[locale]/beta/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry-only by default; navigation requires V22_5_BETA_NAV_ENABLED=true; do not submit external forms,finite route,Direct-entry/state/translation boundary: no path in the observed empty-state graph,,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,帮助检验这项清单是否清楚、公平并具有实际用途。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/07-beta.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/cases,/cases:zh-Hans,app/[locale]/cases/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/cases"",""/zh/cases""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,近期案例,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/09-cases.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/compare,/compare:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/zh"",""/zh/world-stage"",""/zh/compare""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/explore/atlas,/explore/atlas:zh-Hans,app/[locale]/explore/atlas/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/zh/method"",""/zh/explore/atlas""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,世界观地图,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/11-explore-atlas.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/explore,/explore:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/zh"",""/zh/explore""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/explore/reference,/explore/reference:zh-Hans,app/[locale]/explore/reference/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/explore"",""/explore/reference"",""/zh/explore/reference""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,按来源编码的公开立场,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/13-explore-reference.jpg,existing,bounded review finding,"[{""id"":""B-desktop-pseudo-overflow"",""routes"":[""/compare"",""/explore/reference"",""/futures"",""/perspectives"",""/references"",""/zh/explore/reference""],""finding"":""Desktop default/expanded document scrollWidth1476 at viewport1440; production recheck confirms."",""bounded_next_action"":""Remove or contain decorative hero pseudo-element overflow within the existing shared-layout scope after reviewing production correction evidence.""}]",Batch B; no issued semantic change in A,B
/zh/feedback,/feedback:zh-Hans,app/[locale]/feedback/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/zh/method"",""/zh/feedback""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,报告事实、隐私或安全问题。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/14-feedback.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/futures,/futures:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/zh/method"",""/zh/futures""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,此页面的简体中文内容尚未通过编辑审校。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/method,/method:zh-Hans,app/[locale]/method/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/method"",""/zh/method""]",2,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,这项清单如何工作,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/16-method.jpg,,,[],rendered; no structural issue found in checked states,B
/zh/modules,/modules:zh-Hans,app/[locale]/[...slug]/page.tsx,unapproved translation; fail-closed status screen,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,direct-entry or language switch boundary; no translated content expected,finite route,"[""/"",""/method"",""/modules"",""/zh/modules""]",3,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,中文版问卷正在校对。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/37-translation-unavailable.jpg,,,[],rendered; no structural issue found in checked states,B
/zh,/:zh-Hans,app/[locale]/page.tsx,published,zh-Hans,not independently versioned; repository da96b7e9b51426ad2bfb0ab0cc9d0ad4bf248a79,,finite route,"[""/"",""/zh""]",1,Rendered visible-link graph; only the three journeys in verification.json were individually replayed,选择一个起点。,Follow the page’s related reading or evidence link.,HTTP200; heading/links/structural DOM checked,Disclosure/menu DOM checked,1440 structural check; regional visual inspection only if listed in verification.json,390 structural check; regional visual inspection only if listed in verification.json,template-inspection/18-root.jpg,,,[],rendered; no structural issue found in checked states,B
